SHIPNAME	GETM	CAPTAINNAME	OWNER	PORT	TONNAGE	CANONS	CARRON	SWIVEL	CREW	CAPTURED/NOT	UNDOC_1	CRUISEYEAR	UNDOC_2	CONSTRUCTION_YEAR
SANS PEUR		PEPIN FELIX		DUN	18	1			18			1793		
SANS PEUR		RIPNER WILLIAM		DUN	25							1793		
SANS PEUR		BARCELO FRANC		DUN				2	16			1795		
SANS PEUR		EUDES FRANC	DEVILLE ET CIE	BRE	50	8		4	67	T		1796		
SANS PEUR		LOUVALET	DEUGHEN	BAY	209	16		8	114			1796		
SANS PEUR		BAUDET LS	ROUXEL AINE	CHE	13	2		2	20	T	1	1797		1762
SANS PEUR		HIRIART JN	RECUR JN	STJ	8				8			1798		
SANS PEUR		MORY PRE		DUN		5			28			1799		
SANS PEUR				COR								1810		
SANS PEUR PRIZE		BUNKER JOB	FOISSY	DUN	26				18			1800		
SANS PEUR PRIZE		BUNKER JOB	FOISSY	DUN	26				18	T		1801		
SANS PIED		INOTT ROBT US		DUN	12				38			1793		
SANS QUARTIER		RAPON	AUDIBERT FRS	MAR	80	4						1793		1788
SANS QUARTIER		HIRRIBARREN	BRETON PRE	STJ	8				19			1796		
SANS QUARTIER			BRETON PRE	STJ	8				19			1797		
SANS QUARTIER			BRETON PRE	STJ	8				19			1798		
SANS QUARTIER			BRETON PRE	STJ	8				19			1799		
SANS SOUCI		AULIACQ	BASTERRECHE	BAY	110				114			1793		
SANS SOUCI		DAINEL AUG	KERANGUEN BERT ETC	BRE	18			4				1798		
SANS SOUCI		GAYOZET IGNACE	KERANGUEN BERT ETC	LAH	28	1		4	27	T		1798		
SANS SOUCI		GUASCO JN	LECLERC JN	VAL							1	1812		
SANS SOUCI		ROSSE FRANC	BEAUCHEF	STM	150	14			100	T		1812		1803
SANS TERRE		BALASTRA		DUN	6				23			1793		
SANS TERRE		FAILLANT ANT	HOCHART MEGRET	DUN	40	8			45			1793		
SARATU		ROSSE R	KEMEL P	STM	200	6	8		130			1809		1808
SARATU		ROSSE R	KEMEL P	STM	200	6	8		130	T		1810		1808
SATANIQUE		BERLAMONT PRE		DUN					16			1797		
SATANIQUE		BERLAMONT PRE		DUN					16			1798		
SAUVAGE		POLLET J	MERLIN DUBROEVIL	BOU								1797		
SAUVAGE		POLLET JN	SAUVAGE LASALLE AD	BOU	63	16			46			1807		1807
SAUVAGE		POLLET JN	SAUVAGE LASALLE AD	BOU	63	16			46			1808		1807
SAUVAGE			SAUVAGE LASALLE AD	CAL	63	16			46			1809		1807
SAUVAGE		GRISSON V	SAUVAGE LASALLE	BOU	63	16			46			1810		1807
SAUVAGE		GAUGUEZ	SAUVAGE LASALLE	BOU	63	16			46			1811		1807
SAUVETTE		BRUN JN	BRUN	GEN	57	5		2	21			1801		
SCIPION FRANCAIS		DUPUY GERM	BENNET RAYMOND	BOR	160	16			140			1799		
SCIPION FRANCAIS		DUPUY GERM	BENNET RAYMOND	BOR	160	16			140	T		1800		
SEDIMNA		KLIMRATH JN		DUN								1812		
SEPT FRERES		POLLET JN	MABILLE JN	BOU	18	2			25	W		1803		
SERAPHIN		SERIOLO	SERIOLO	POR							1	1814		
SERINGUE		TRISTRAM LAUR		DUN				2	8			1793		
SERPENT		DENIS		DUN		8			35			1799		
SERPENT												1809		
SINGLE EN BAPTISTE		MOREL PRE	REANT DEVRIES	DUN	36	12			33			1809		1809
SINGLE EN BAPTISTE		VAN HAVERBECK	REANT DEVRIES	DUN	36	12			33	T		1810		1809
SIRENE		LESCAN	BAVAM FRERES	HAV	20							1797		1796
SIRENE		MOULENAER CONST		DUN	36	2			29	T		1797		
SOCIETE		MOULTSON JOHN		DUN	80				36			1801		
SOLIDE MICHEL		JEFFIN	GEFFINNE	STH	43					T		1797		
SOMNAMBULE		SAUVAGE PH	FAVRE	DIE						T		1810		
SOPHIE		MONENTEAU		DUN								1793		
SOPHIE												1797		
SOPHIE		MARTIN ETIENNE	LE SEUR	HAV	39	14		2	34	T		1797		
SOPHIE		REANT P	ARNAUD ET BUISSON	BOR	300	18			109	T		1798		
SOPHIE		ROGERIE CHAS	DUCHENE PINTEDEVIN	STM	35	4			20	T		1798		
SOPHIE		HURET JN	TIESSET	BOU	28	4			36			1800		
SOPHIE		NICOLAI PH	TIESSET	BOU	28	4			36			1801		
SOPHIE		BART JOS		DUN	104	14			54			1813		
SOPHIE		BART JOS		DUN	104	14			54			1814		
SORCIERE		DROUAUX	BRUGIERE ET CIE	MAR							1	1803		
SORCIERE		LAURIOL	LEMEME ET GAUTIER	STM	45	10			42			1803		
SORCIERE		DEBON JACQ	LEMEME ET GAUTIER	STM	45	10			42			1804		
SORCIERE			LEMEME ET GAUTIER	STM	0	10			42			1805		
SORCIERE		NEEL GUILL	FONTAN JEUNE	STM	40	14			60	T		1805		1804
SORCIERE		LAURIOL THOS	LEMEME ET GAUTIER	STM	45	10			42	T		1806		
SORCIERE			GOUGEARD ET CORDON	LOR								1813		
SORCIERE			GOUGEARD ET CORDON	LOR								1814		
SOUFFLEUR		QUONIAM FRED	LIAIS VVE AINE JNE	CHE	36	4			12	T	1	1798		
SOURDE OREILLE		VEEF THOS		DUN					12			1798		
SOURDE OREILLE		VERSTEEG MICH		DUN					12			1799		
SPECULATEUR		NIGUET JOS	DUBOIS JN	STM	50	4			73			1806		1806
SPECULATEUR			DUBOIS JN	STM	50	4			73			1807		1806
SPECULATEUR		GUILLEBAUD	DUBOIS JN	STM	50	4			73			1808		1806
SPECULATEUR			AMIEL ET CIE	STM	50	4	2		64			1809		1806
SPECULATEUR			DUBOIS JN	STM	50	4			73			1809		1806
SPECULATEUR			AMIEL ET CIE	STM	50	4	2		64	W		1810		1806
SPECULATEUR			DAVID ET CIE	LOR								1810		1805
SPECULATEUR		MARTIN	AMIEL ET THOMAZEAU	STM	50	4			63			1811		1805
SPECULATEUR			AMIEL ET THOMAZEAU	STM	50	4			63			1812		1805
SPECULATEUR		AUGENARD M	THOMAZEAU	STM	80	14			72	T		1813		1805
SPHINX PRIZE		LALLEMAND FELIX	DIOT JN	MOR	46	4			26	T		1796		
ST FRANCIS				BAY								1808		
ST IAGO ET ERFURT		COOTS J		DUN	51		1		29			1808		
ST JEAN BAPTISTE				COR								1810		
ST LAURENT		HONDARRAGUE D	DOYAMBEHERE J	STJ	10			4	24			1809		1799
ST LAURENT		HONDARRAGUE D	DOYAMBEHERE	STM	10			4	24			1810		1799
ST VINCENT				STJ				4				1808		
SUBTIL		MUELENAER JN		DUN		14						1795		
SUBTIL		SAVAGE PRE	FONTAINE LS	BOU	6			2	21	T		1796		
SUBTIL		VANDEZANDE JN		DUN		14						1796		
SUBTIL		DEMAY J	DUBREVIL ET BERTHE	DIE	72	4	6		60			1810		1809
SUBTIL		DEMAY JN	MERLIN DUBROEVIL	BOU	81	16			59			1810		1810
SUBTIL			MERLIN DUBROEVIL	BOU	81	16			59			1811		1810
SUBTIL		TUCKER E	DUBREVIL ET BERTHE	DIE	72	4	6		60			1811		1809
SUBTIL NO TWO		DROSIER D		CAL								1813		
SUCCES		BELLIARD LUC	NOEL BAPT	LAR	70	8			58			1797		
SUCCES		DERVAUX J	ADAM DAVID	HAV	35	5			40			1797		1797
SUCCES		LECOLIER JN	MOSQUERON DEMARAIS	CHE	49	6			27	T		1798		
SUCCES		ROUTTIER NIC	GRIMONPRE	BOU	35	14		4	47	T		1799		
SUCCES OF LA ROCHELL		BELLIARD LUC	NOEL BAPT LAROCHEL	BAY	70	8			58	T		1798		
SUFFISANTE		NOSTEN TOBIAS		BRE		24		6		T	1	1795		
SUPERBE	G ET M	BERTRAND CHAS	COURTOIS	AUR	94				19	T		1808		
SUPERIEURE PRIZE			ADRIAN	MAR	199							1814		
SUPREME		ROUILLARD GILLE	HERON PRE	STM	25	6			30	T		1793		
SURCOUF		MOTTEGHEM JN	FOLLIN FRED	STV	70	16			47	T		1810		1809
SURPRENANT		NALO GASP		DUN								1799		
SURPRISE		GONIDEC	GUISTARD LE MOYNE	STM	8			4	15			1797		1797
SURPRISE		ROGERIE	DUCHENE PINTEDEVIN	STM	8			4	14			1798		1797
SURVEILLANT		HURET JN	FONTAINE LAMOURY	BOU	5							1793		
SURVEILLANT		VIDEAU JN	CAZALIS ET BONNET	BOR		14			157	T	1	1797		
SURVEILLANT		VERSTEEG MICH		DUN					13			1798		
SURVEILLANT		HAMANDEL PAUL		DUN					13			1799		
SWAN PRIZE			DESPREAUX	CHE	128	18			73			1809		
SYLPHE		CLEMENT LS							98			1808		
SYRENE				LEG								1811		
TAMERLAN		LIMOUSIN	CONTE ET GUIRONS	BOR	324	16			150			1810		
TAMERLAN		LIMOUSIN	CONTE ET GUIRONS	BOR	324	16			150			1811		
TARTARE		LESCAN	GAUVAIN ET CIE NEG	HAV	99	14			61	T		1797		
TARTARE		LE CONTE FRAN	DUBOIS BEN	STM	96	12			50	T		1798		
TELE		SATIVIN RENE							66			1799		
TELEGRAPHE		GUILLEMIN NIC	LEMEME ET COUTURIE	STM	156	14			75	T	1	1800		1800
TELEGRAPHE		SEILLE J	MESSE FRAN	CAL					19			1801		
TELEGRAPHE				LUB					18			1811		
TELEMAQUE		ARNOULT	ALBERT CHAUVEAU	NAN	160	11			87			1797		
TELEMAQUE		LABAT	SAUVINET	BAY	35	6			35			1797		
TELEMAQUE		YOU THOS	GALLIEN ET CIE	GRA	39	6		5	35	T		1797		1796
TELEMAQUE	G ET M	ARNOULT	ALBERT CHAUVEAU	NAN	160	11			87			1798		
TELEMAQUE		CALCIUS	BOULON	DIE		8	6		55			1813		
TEMERAIRE		L HOSTELLIER	DUBOIS BEN	STM	6			2	13			1797		
TEMERAIRE		BENOIT										1799		
TEMERAIRE			POLLON	NIC							1	1803		
TEMERAIRE		QUONIAM F	MONNERY M	CHE					93			1808		1807
TEMERAIRE		MAHE JN	LABBE NEG BREST	STM	35	4		1	26	T		1810		1810
TEMPETE REPUBLICAINE		HURET JN	GRISET JN	BOU								1793		
TEMPLIER		COQUERELLE	FREVILLE	BOU					89			1809		
TEMPLIER		COQUERELLE	FREVILLE	BOU					89		1	1810		
TERRIBLE		DE LUCEA FILIP	SAPEY JN	LOA		1		4	29	T		1795		
TERRIBLE		LECAM PRE	DEVILLE ET CIE	BRE	120	14			106	T		1796		
TERRIBLE		TRAVERSE PRE	JOUBERT ET MOURU	PAI	12	1			21			1796		
TERRIBLE		TRAVERSE PRE	JOUBERT ET MOURU	PAI	12	1			21	T		1797		
TERRIBLE				GEN		2			41			1811		
THEMIS		ROUGEMONT F	ROUGEMONT H NEG	LEG							1	1811		
THEOPHILE			VACHER P	CON								1813		
THEREE		GUEROULT	HAVEL	HAV	62	14			19	L	1	1797		1796
THERESE				HAM								1811		
THUROT PRIZE		THURAT BERN	ACHEZ	HAV	13	4		5	25	T		1796		
TIERCELET		MARTIN ARNAUD	GARNIER	ROC	88	8			68	T		1797		
TIGRE		DU LAURENT DUG	DE LASTELLE	STM		20			142			1793		
TIGRE		AGARRAL	DROMAQUE	SLA	40	8		8	39			1797		
TIGRE		BRUN LS	DEGRAUIER	DUN	28	0		9	34	T		1797		
TIGRE		PEYRUSSET NIC	PEYRUSSET ANT	NAN	150	14			86			1797		1796
TIGRE		AGARRAL	DROMAQUE	SLA	40	8		8	39	T		1798		
TIGRE		AULIAC	JOANHAU	BAY	24	7			16			1798		
TIGRE		PEYRUSSET NIC	PEYRUSSET ANT	BAY	150	14			86	T		1798		
TIGRE		ETCHEBASTER M	ETCHEBASTER	STJ	9			6	20			1808		1781
TIGRE				GEN		4			70			1811		
TILSITT		DESMOLANDS	EMMERY ET VANHEE	DUN	70	17			98			1807		
TILSITT		DESMOLANDS	EMMERY ET VANHEE	DUN	70	17			98			1808		
TILSITT		LE BLANC THOS	AMIEL ET CIE	STM	48	1			53			1808		1807
TILSITT			EMMERY ET VANHEE	AMS	70	17			98			1809		
TILSITT		KAHN F	ANDRIEL ET WOLFF	DAN	150	8	2		40		1	1809		
TILSITT		LE BLANC THOS	AMIEL ET CIE	STM	48	1			53	T		1809		1807
TILSITT		CLEYMANS		DUN								1810		
TILSITT		KAHN	DESMOLANDS	DAN								1811		
TILSITT NO TWO			DESMOLANDS	BAY					61			1809		
TIMON			THOMAZEAU	STM								1812		
TIMON			THOMAZEAU	STM								1813		
TIPPO SAHIB		LEBEAU TOUSS	FONTAINE LS	BOU	40	6		4	50			1799		
TONNANT		COLAND PAUL	NALIA FRAN	LAC	50	4			39			1793		
TONNERRE		HURET JN	MERLIN DUBREUIL	BOU								1798		
TONNERRE		NOSTEN		DUN		8			45			1799		
TORRIDE		BEDAL MARTIN							70			1798		
TREBAQUE			PESSANO	ANC								1803		
TRENTE ET QUARANTE		FAUQUEUX	REANT DEVRIES	DUN	84	11			66			1807		1807
TRENTE ET QUARANTE		FAUQUEUX	REANT DEVRIES	DUN	84	11			66	T		1808		1807
TRINCADOURE				STJ								1808		
TRINQUADORE			BASTERRECHE	SOC								1795		
TRITON		MOLLEGAERT		DUN	35	4			29			1793		
TRITON		LEGUE J	GUIBERT ET FICHET	STM	130	12			82			1797		1797
TRITON		PERRETT JOSEPH	BARBON JN	NAN	350	8			163	T		1797		
TRITON		LEGUE J	GUIBERT ET FICHET	STM	130	12			82	T		1798		1797
TROIS AMIS		GOUTIER CHAS	DE LA FONTAINE	DUN	30	4			25	T		1793		
TROIS AMIS			DEMONVILLE PRE	CHE	4				12			1808		
TROIS AMIS			BERGES AUG	SLA								1811		
TROIS AMIS			BERGES AUG	SLA							1	1812		
TROIS AMIS			DUBERNAI	MOR								1813		
TROIS COULEURS		BOURDAIN FRAN							33	T		1798		
TROIS MONTS ROUGES				LEG		6			72			1811		
TROIS SOEURS		GAUTIER JN							83			1798		
TROISIEME FERRAILLR		LAGEOL FRANC	GASSIC	BOR	110	16			65			1799		
TROISIEME FERRAILLR		LAGEOL FRANC	GASSIC	BOR	110	16			65	T		1800		
TROMPEUR		FROMENT	PEYRON ET FILS	MOR	55	6			38	T		1797		
TROMPEUR		FRIGOULT	VAUVER JEUNE NEG	CHE	5				12	T		1800		
TROUBADOUR		JOLLY		DUN	5	2			17			1810		
TURBULENT		LEGER CHAS	KMEL PRE	STM					14			1810		1810
TURBULENT		BOUEC FRANC	VILLEDAULE D	STM	15	1			24			1811		1810
TURBULENT			VILLEDAULE D	STM	15	1			24			1812		1810
TURBULENT		CARTARET	VILLEDAULE D	STM	15	1			24			1813		1810
TURRON		PRADER MIGUEL	FOURCHON AMIEL	STM	136	16			79			1810		1807
TURRON		PRADER MIGUEL	FOURCHON AMIEL	STM	136	16			79			1811		1807
UCLES		ESCASSY VINC	BENDIX ST FIRMAN	SLA							1	1811		
UCLES		BENEFETH LS	HEILMAN FRANC	SMA							1	1812		
UNI			MERCIER	NAN								1798		
UNI		HONDOUL JN	HONDOUL	ILE	600				213			1800		
UNION		BIRON JN	BERTRAND ET CIE	BAY	45	4			48			1793		
UNION			DUPONT	CAL								1796		
UNITE		CARY CHAS	MOLEUX CROUY DAUCH	BOU	49	14		6	58			1796		
UNITE		CARY CHAS	MOLEUX CROUY DAUCH	BOU	49	14		6	58	T		1797		
UTILE		LANGLAIS THOS	LABAT FRERES	BOR	100	16			100	T		1799		
VA TOUT		MAHE JN	BINARD POULIQUEN P	BRE	18	3			29	T		1797		
VAILLANT		VERNIER ETIENNE	CAMBON OF BORDEAUX		160	14			134			1799		
VAILLANT			COIRON	NAN								1800		
VAILLANT		VERNIER ETIENNE	CAMBON OF BORDEAUX	NAN	160	14			134	T		1800		
VAILLANT		ETIENNE	SORBES FAURE GEST	BOR	500	32			221			1803		1799
VAILLANT		ETIENNE	SORBES FAURE GEST	BOR	500	32			221			1804		1799
VAILLANT		DESTEBECH	SORBES	BOR	500	32			221	T		1805		1799
VAILLANT CUSTINE		TACK CHAS	MOREL FRERES	DUN	60	4		2	32	T		1793		
VAINQUEUR		REVIERE	HAGUELON	MAR	200							1793		1787
VALEUR		COWEL	DULAC ET CIE	BRE	72	8			42	T		1798		
VALEUR		DAGUENET JN	DUPUY FROMY DESP	STM	180	16			105			1808		1808
VALEUR		DAGUENET JN	DUPUY FROMY DESP	STM	180	16			105		1	1809		1808
VANDEZANDE		ARANJO J		DUN		6			22			1798		
VAUTOUR		BARACH MAURICE	BINARD POULIQUEN	MOR	130	8			78	T		1796		
VAUTOUR		FRANCOIS JACQ	TESSIER ET FRANC	NAN	300	22			186			1797		1796
VAUTOUR		FRANCOIS JACQ	TESSIER ET FRANC	NAN	300	22			180			1798		
VAUTOUR		FRANCOIS JACQ	TESSIER ET FRANC	BAY	300	22			180			1799		
VAUTOUR		LE RAY BAZILE	LETESSIER ET FRANC	BAY	240	22	2		141			1800		
VAUTOUR			LE PELEY OF PARIS	BOU								1809		
VAUTOUR			LE PELEY OF PARIS	BOU								1810		
VAUTOUR		DURAND	BERTHE ET DILLY	CAL							1	1812		
VAUTOUR				MAR								1813		
VAUTOUR PRIZE			PEYRON ET FILS	BRE		4			40		1	1799		
VEILLEUSE		SAUVAGE JACR	AUDIBERT MOL CROUY	BOU					20			1812		
VELOCIFERE		LEDRU JN		DUN	80	8	4		57			1811		
VENDANGEUR		QUONIAM JOS	ADAM	CHE	83	14			64			1800		
VENGEANCE		LEVEILLE LIEUT	LEVEILLE	DUN	220	15			104		1	1795		
VENGEANCE		LEVEILLE LIEUT	LEVEILLE	DUN	220	15			104		1	1796		
VENGEANCE		LEVEILLE LIEUT	LEVEILLE	NAN	220	15			104		1	1797		
VENGEANCE			PIMON AINE	GRA								1798		
VENGEANCE		DIHINIC BERN	CONTE JACQ	BOR	250	16			174			1798		
VENGEANCE		LEVEILLE	LEVEILLE	NAN	220	15			104		1	1798		
VENGEANCE	G ET M	LIMOUSIN JN	CONTE J	BAY	300	20			79			1798		
VENGEANCE		LECLERC JACQ	DAUCHY	BRE	220	15			104		1	1799		
VENGEANCE		GRANDIDIER PRE	CONTE JACQ	BOR	250	16			174	T		1800		
VENGEANCE		LEVEILLE PRE	GARNIER	LAR	20	15			131	T		1800		
VENGEANCE		SAILLARD NICOLA	MERLIN DUBROEUIL	BOU	50	14			43			1800		
VENGEANCE		SAILLARD NICOLA	MERLIN DUBROEUIL	BOU	50	14			43	T		1801		
VENGEANCE	G ET M	AUBANAN	PLUVINET	MAR								1803		1784
VENGEANCE		CORNU PHIL	LUNEL ET CIE	BOU	44	14			42			1808		1808
VENGEANCE		ROUTTIER	GRISET	BOU		14			34			1808		
VENGEANCE		BARAILLET	DELVAILLE	STJ	9			2	21			1809		1787
VENGEANCE		ROUTTIER	GRISET	BOU		14			34			1809		
VENGEANCE		BARAILLET	DELVAILLE	STJ	9			2	21		1	1810		1787
VENGEANCE		LION G	LEFEBVRE	DUN	16		1		19			1810		
VENGEANCE		ETCHEBASTER M	DELVAILLE CASTRO	BAY	20		4		32			1812		1810
VENGEUR			LARRAULT	BRE								1796		
VENGEUR		ALLAMES JOS	BARRAY	OST					56			1796		
VENGEUR		MARGOLLE		DUN								1796		
VENGEUR		MICHEL JN	COOPER JOHN ETCIE	BRE	180	18			104	T		1796		
VENGEUR		CLAIRAULT	MINET ET CLAIRAULT	STM				3	22			1797		
VENGEUR		HIRIART JN	RECUR	STJ	33	2		6	16			1797		1796
VENGEUR		LECOLLIER JN	JOHNSON HENRY	OST	80	14			75			1797		
VENGEUR		BRETON PRE	MAGNART ET PENDETE	STJ	12				7			1798		
VENGEUR		DAMBERGER FLOR	RECUR	BAY	30			4	40			1798		
VENGEUR		DUTEMPLE JN	COSSON	STM				3	16			1798		
VENGEUR		LECOLLIER JN	JOHNSON HENRY	OST	80	14			75	T		1798		
VENGEUR		SAUVAGE FRAN		DUN								1798		
VENGEUR		TACK CHAS	HAYART	DUN	120	14			97			1798		
VENGEUR		CANY BEN		DUN	50	14			58			1799		
VENGEUR		HIRIART JN	RECUR	STJ							1	1799		
VENGEUR		LARRALUE DOM	MAGNART ET PENDETE	STJ	10				8			1799		
VENGEUR		TACK CHAS	HAYART	DUN	120	14			97	T		1799		
VENGEUR		JOLY BERTRAND	SALANCHE	BOR	120	16			103	T		1800		
VENGEUR		LE ROY PRE	ROUXEL ET BORDAGE	STM	11				17			1800		
VENGEUR		PELTIER M	CAROUGE ET CHEVET	STM	11			1	14			1800		1800
VENGEUR		LE ROY PRE	ROUXEL ET BORDAGE	STM	11				17			1801		
VENGEUR		HURET JEAN	CHOISNARD CH	BOU							1	1803		
VENGEUR		HURET JEAN	CHOISNARD CH	BOU							1	1804		
VENGEUR		COUTEUX		DUN								1807		
VENGEUR		BOURGAIN JACQ	FONTAINE LS	DUN	65	16			60			1808		1808
VENGEUR		BOURGAIN JACQ	FONTAINE LS	DUN	65	16			60	T		1809		1808
VENGEUR		RODRIGUES	QUENOVILLE AINE	DIE	107	16			65	T		1810		
VENGEUR				GEN		4			62			1811		
VENGEUR NO TWO		HURET JEAN	CHOISNARD CH	BOU	44	14			45	T	1	1805		1803
VENUS		KNELL							74			1799		
VENUS		LESCALLIER BERN	BLACK CAPPE ET CIE	CHE	26	14			35			1800		1990
VENUS		HAMON	BERTRAND FEYDEAU	NAN	90	12	2		80			1801		
VENUS		LESCALLIER BERN	BLACK CAPPE ET CIE	CHE	26	14			35	T		1801		
VENUS		HAMON CHAS	BERTRAND FEYDEAU	NAN		18			83			1803		
VENUS		LEMPERIERE	LACOMBE	BOR	300	16	2		149			1803		
VENUS		AUGENARD	FOURCHON	LOR	120	14			67	T		1810		
VENUS MEDICIS		BELLIEN RENE	RENOU	NAN	54	10			52			1797		
VENUS MEDICIS		EVEN FRAN	RENOU JN AINE	NAN	78	9			71			1797		1797
VENUS MEDICIS		EVEN FRAN	RENOU JN AINE	NAN	78	9			71		1	1798		
VERITABLE PATRIOT		JASLIN CHAS	GUIGNIER	MAR	65	6		7	54	T		1793		
VICE AMIRAL MARTIN		GARROU SIMON	BASTERRECHE FRS	BAY	210	14	2		141			1810		1809
VICE AMIRAL MARTIN		GARROU SIMON	BASTERRECHE FRS	BAY	210	14	2		141			1811		1809
VICTOIRE		GRESILLE JN	BOURSY	HAV	15	1			22	T		1797		
VICTOIRE		RAGUIDEAU PRE	FLEURIAN JAMONTCIE	NAN	140	16			73	T		1797		
VICTOIRE		TARRAGNO LOUIS	HOCHART DEGRAVIER	DUN	63	14			37	T		1797		
VICTOIRE		DAMBOURGET FLOR	PECHE	BAY	330	16			157			1798		
VICTOIRE		DAMBOURGET FLOR	PECHE	BAY	330	16			157	T		1799		
VICTOIRE		FROMENTIN		DUN								1799		
VICTOIRE		COMMETTE ET	ADAM ALEX	DUN	55	2			24			1800		
VICTOIRE		DEVILLE JN	SALETTE OF BOUL	OST	70	14			64			1800		
VICTOIRE		BEAUVAIS PRE	ADAM ALEX	DUN	55	2			24		1	1801		
VICTOIRE		DEVILLE JN	SALETTE OF BOUL	OST	70	14			64	T		1801		
VICTOIRE		FOURNY		DUN								1807		
VICTOIRE		MALO GASP	BOULON PRE	DUN	15							1808		
VICTOIRE			RIGOUT V	DIE								1809		
VICTOIRE		PIQUENDIERE J		DIE								1809		
VICTOIRE				DIE								1810		
VICTOIRE			GASSER TIESSET	OST								1810		
VICTOIRE			RIGOUT V	DIE								1810		
VICTOIRE				DIE								1811		
VICTOIRE		LION GASP		DUN	23		2		14			1812		
VICTOIRE		ROUZE PRE	ROLLIN LS NEG	NAP							1	1812		
VICTOIRE NO FOUR			LANCHON B	DIE								1809		
VICTOIRE NO FOUR			LANCHON B	DIE								1810		
VICTOIRE NO TWO			LANCHON B	DIE								1810		
VICTOIRE NO TWO			LANCHON B	DIE						T		1811		
VICTOIRE NO TWO		DROSIER		DUN	27	4			20		1	1811		
VICTOIRE NO TWO		FOURNY PRE	GASSER TIESSET	CAL	52		6		55			1811		1808
VICTORIEUX				CIV		4			51			1811		
VICTORIEUX				GEN		4			4			1811		
VICTORIEUX PRIZE		HUSTON THOS US	MARESCAUX	DUN	26	2			30		1	1796		
VICTORIEUX PRIZE		HUSTON THOS US	MARESCAUX	DUN	26	2			30	T	1	1797		
VICTORY		VOLAIRE	ETAT	LEG								1803		
VIDE GOUSSET		DUHAMEL		DUN		4			30			1793		
VIETHUSE		HALGAN EMMANUEL							141			1799		
VIGIE		DUHALDE DOM	LACOMBE DAN	BOR	80				74			1798		
VIGIE		DUHALDE DOM	LACOMBE DAN	BOR	80				74	T		1799		
VIGILANT		TOURNEUR FRANC	DANNIER GUILL	CAL	6				18	T		1796		
VIGILANT		JAULNE	POISSON BAZIN	BRE	50	4						1797		
VIGILANT		JAULNE	POISSON BAZIN	BRE	50	4						1798		
VIGILANT		JOYNE JACQ	LEVEQUE	NAN	150	14			79			1798		
VIGILANT		MARBAISSE PRE		DUN		14			54			1798		
VIGILANT		LORIOLE		DUN		14			54			1799		
VIGILANT				TOU								1801		
VIGILANT		VANDEWALLE JN	ALLARD	DUN	46			2	34	T		1803		
VIGILANT		DELPIERRE	ADAM ALEX	BOU	48	14			42	T		1808		1808
VIGILANT		JOLLY	DE GAND G	DIE					56			1810		
VIGILANT		HURET JN	FOUBE	BOU								1812		
VIGILANT			FOUBE	BOU								1813		
VIGILANT			FOUBE	BOU								1814		
VIGOUREUX PRIZE		GRANGER JN	VAUVERT JEUNE	CHE	17	3			22			1799		
VIGOUREUX PRIZE		GRANGER JN	VAUVERT JEUNE	CHE	17	3			22	T		1800		
VILLE DE CAEN		COCKER JN	SURCOUF	STM	113	18			33	T	1	1812		1812
VILLE DE LORIENT		FOREST	FOURCHON DUBOIS	LOR	207	14			93			1813		1813
VILLE DE LORIENT		FOREST	FOURCHON DUBOIS	LOR	207	14				T		1814		1813
VIRGINIE			HUMMEL SOUBZMAIN	NAN								1799		
VIRGINIE		SEVRY AUBIN	REANTZ DEVRIES	CAL	50	14			58			1799		1798
VIRGINIE		SEVRY AUBIN	REANTZ DEVRIES	CAL	50	14			58	T		1800		
VIRGINIE		PONS JN	JONQUIER AINE	MAR							1	1809		
VIRGINIE		TERRAGNO A		DUN	10	1			14			1811		
VIVE LE SON			CAILLOL BARTHOLEMY	MAR	25							1793		
VOLAGE		DESAGENAUX	COSSIN	NAN	500	22			196			1797		
VOLTAGE		DESAGENAUX	COSSIN	NAN	500	22			196	T	1	1798		
VOLTIGEUR		BEALE		BOU								1796		
VOLTIGEUR		LION	GOREAU VICTOR	CAL	40	8			40			1796		1795
VOLTIGEUR		GIRAUD ALEX	ALBERT CHAUVEAU	NAN	200	12			95		1	1797		
VOLTIGEUR		LION	GOREAU VICTOR	CAL	40	8			40	T		1797		1795
VOLTIGEUR		MARGOLLE BERN		DUN								1797		
VOLTIGEUR		GIRAUD ALEX	ALBERT CHAUVEAU	NAN	200	12			95		1	1798		
VOLTIGEUR			DELPORTE DUPONT	BOU								1803		
VOLTIGEUR			DUPONT	BOU								1804		
VOLTIGEUR		FOURMENTIN NIC		DUN								1806		
VOLTIGEUR			DELPORTE DUPONT	BOU	37	14			30		1	1807		
VOLTIGEUR		THOMAS FRANC	GOUZE DESCAUX	BAY	32	1		6	42			1807		1807
VOLTIGEUR			GOUZE DESCAUX	BAY	32	1		6	42			1808		1808
VOLTIGEUR			WOLFF	DAN								1810		
VOLTIGEUR				DAN								1811		
VOLTIGEUR DE LOCEAN			NOEL PERE	BOU		14			55			1806		
VOLTIGEUR NO TWO			DELPORTE DUPONT	BOU								1805		
VOLTIGEUR NO TWO			DELPORTE DUPONT	BOU							1	1806		
VOLTIGEUR PRIZE		BACLIN CHAS	HOCHARD	DUN	9			4	20			1796		
VOLTIGEUR PRIZE		TERRAGNO ANT	HOCHARD	DUN	9			2	23	T		1797		
VOYAGEUR		COLBERT EGIDE	DEGRAVIER VERGUEUX	DUN	80	14			47			1800		
